Time	Word	Category	URL
Thu Jul 26 20:01:34 2018	immunoserology	domain	https://www.nytimes.com/2018/07/26/obituaries/dr-kimishige-ishizaka-who-found-allergy-link-dies-at-92.html
Thu Jul 26 20:01:54 2018	femoid	deriv	https://www.nytimes.com/2018/07/26/opinion/sunday/love-island-sex-britain.html
Thu Jul 26 21:01:54 2018	astrofunk	compound new	https://www.nytimes.com/2018/07/26/arts/design/rammellzee-graffiti-rapper-red-bull-arts-new-york.html
Thu Jul 26 22:02:30 2018	premusical	affix	https://www.nytimes.com/2018/07/26/movies/film-series-in-nyc-this-week.html
Fri Jul 27 01:01:43 2018	polyphonicmusic	filtered	https://www.nytimes.com/2018/07/26/theater/lempicka-review-williamstown.html
Fri Jul 27 09:01:20 2018	womanfold	blend	https://www.nytimes.com/2018/07/27/theater/shaina-taub-elton-john-twelfth-night.html
Sat Jul 28 10:01:45 2018	fandomonium	blend	https://www.nytimes.com/2018/07/28/business/beautycon-beauty-industry.html
Sat Jul 28 11:01:49 2018	theraupetic	filtered	https://www.nytimes.com/2018/07/26/briefing/week-in-good-news-mars-lake-alzheimers-drug-ducklings.html
Sun Jul 29 09:01:21 2018	bolochicos	filtered	https://www.nytimes.com/2018/07/29/world/europe/spain-property-boom-venezuela.html
Sun Jul 29 17:01:36 2018	cypresslike	affix	https://www.nytimes.com/2018/07/29/nyregion/hamptons-hedgerow-robert-dash.html
Sun Jul 29 23:01:17 2018	senfkohl	filtered	https://www.nytimes.com/2018/07/29/nyregion/metropolitan-diary-bok-choy.html
Mon Jul 30 10:01:28 2018	critternet	affix libfix	https://www.nytimes.com/2018/07/30/arts/dogs-cats-internet.html
Mon Jul 30 17:01:45 2018	hibonites	domain	https://www.nytimes.com/2018/07/30/science/blue-crystals-sun.html
Mon Jul 30 20:03:27 2018	skoolplex	affix	https://www.nytimes.com/2018/07/30/opinion/inside-the-world-of-racist-science-fiction.html
Mon Jul 30 21:01:37 2018	achoques	filtered	https://www.nytimes.com/2018/07/30/science/achoques-salamanders-nuns-mexico.html
Mon Jul 30 21:01:45 2018	achoque	filtered	https://www.nytimes.com/2018/07/30/science/achoques-salamanders-nuns-mexico.html
Mon Jul 30 21:01:47 2018	achójki	filtered	https://www.nytimes.com/2018/07/30/science/achoques-salamanders-nuns-mexico.html
Mon Jul 30 22:01:34 2018	caulilini	filtered	https://www.nytimes.com/2018/07/30/dining/caulilini-vegetable.html
Tue Jul 31 10:01:50 2018	frackpads	compound comp	https://www.nytimes.com/2018/07/31/books/review/eliza-griswold-amity-and-prosperity.html
Tue Jul 31 11:01:54 2018	postcoal	affix	https://www.nytimes.com/2018/07/31/opinion/business-investment-localism.html
Tue Jul 31 18:01:29 2018	sharknappers	affix	https://www.nytimes.com/2018/07/31/us/stolen-shark-aquarium-san-antonio.html
Thu May 31 10:03:18 2018	is	filtered	https://www.nytimes.com/2018/07/31/opinion/trump-reagan-trade-tariffs-china.html
Wed Aug 01 11:01:49 2018	cyberinvasion	compound new	https://www.nytimes.com/2018/08/01/opinion/editorials/russia-election-meddling-trump-putin.html
Wed Aug 01 11:01:51 2018	cuddlefest	affix	https://www.nytimes.com/2018/08/01/opinion/editorials/russia-election-meddling-trump-putin.html
Wed Aug 01 13:01:21 2018	deutschrock	filtered	https://www.nytimes.com/2018/08/01/arts/music/freiwild-germany.html
Wed Aug 01 15:01:24 2018	perfectoid	affix	https://www.nytimes.com/2018/08/01/science/fields-medals-mathematics.html
Wed Aug 01 16:01:27 2018	roscoffensis	domain	https://www.nytimes.com/2018/08/01/science/plant-worm-circles.html
Wed Aug 01 16:01:31 2018	photosymbiosis	domain	https://www.nytimes.com/2018/08/01/science/plant-worm-circles.html
Wed Aug 01 17:01:50 2018	blurrealist	blend	https://www.nytimes.com/2018/08/01/style/eckhaus-latta-whitney.html
Wed Aug 01 17:02:31 2018	redisrupt	affix	https://www.nytimes.com/2018/08/01/arts/television/review-random-acts-of-flyness-terence-nance.html
Wed Aug 01 18:03:31 2018	unincremental	affix	https://www.nytimes.com/2018/08/01/books/review-were-doomed-now-what-roy-scranton-infinite-resignation-eugene-thacker.html
Thu Aug 02 10:01:20 2018	anthropophobic	affix	https://www.nytimes.com/2018/08/02/world/asia/china-finnish-nightmares-finland.html
Thu Aug 02 17:01:35 2018	ashlyanfu	filtered	https://www.nytimes.com/2018/08/02/dining/lagman-house-review-sheepshead-bay.html
Thu Aug 02 19:01:49 2018	malagouzia	filtered	https://www.nytimes.com/2018/08/02/dining/drinks/greek-wine-assyrtiko.html
Thu Aug 02 19:01:52 2018	aghiorghitiko	filtered	https://www.nytimes.com/2018/08/02/dining/drinks/greek-wine-assyrtiko.html
Fri Aug 03 00:01:48 2018	trynta	dialect	https://www.nytimes.com/2018/08/02/opinion/sunday/young-rudy-giuliani-defends-himself.html
Fri Aug 03 10:02:24 2018	getuige	filtered	https://www.nytimes.com/2018/08/03/books/astrid-holleeder-murder-trial-netherlands.html
Sat Aug 04 10:01:21 2018	guaque	filtered	https://www.nytimes.com/2018/08/04/travel/dora-la-tostadora-restaurant-guatemala-city-review.html
Mon Aug 06 14:01:21 2018	ingressus	filtered	https://www.nytimes.com/2018/08/06/technology/personaltech/smartphones-water-rating.html
Mon Aug 06 14:01:23 2018	ingredior	filtered	https://www.nytimes.com/2018/08/06/technology/personaltech/smartphones-water-rating.html
Mon Aug 06 17:01:58 2018	phlebovirus	domain	https://www.nytimes.com/2018/08/06/health/asian-long-horned-tick.html
Mon Aug 06 17:02:01 2018	theileriosis	domain	https://www.nytimes.com/2018/08/06/health/asian-long-horned-tick.html
Mon Aug 06 20:01:14 2018	ultraviolight	filtered	https://www.nytimes.com/2018/08/06/science/plastics-polymers-pollution.html
Mon Aug 06 20:01:18 2018	polyterephthalate	domain	https://www.nytimes.com/2018/08/06/science/plastics-polymers-pollution.html
Tue Aug 07 00:01:40 2018	pretariff	affix	https://www.nytimes.com/2018/08/06/opinion/clouds-darken-trumps-sunny-economic-view.html
Tue Aug 07 10:02:20 2018	fliffus	domain	https://www.nytimes.com/2018/08/07/well/kaboom-cody-rudi-young-flippers-embrace-gtramp-a-new-sport-for-the-instagram-set.html
Tue Aug 07 18:02:00 2018	terrorlike	affix	https://www.nytimes.com/2018/08/07/arts/music/review-ashley-fure-mostly-mozart.html
Tue Aug 07 23:02:53 2018	tallitot	filtered	https://www.nytimes.com/2018/08/07/nyregion/metropolitan-diary-bar-mitzvah-in-may.html
Wed Aug 08 10:04:27 2018	l’impératrice	filtered	https://www.nytimes.com/2018/08/08/magazine/french-pastry-techniques-custard.html
Wed Aug 08 17:02:24 2018	munamochi	filtered	https://www.nytimes.com/2018/08/08/t-magazine/le-corbusier-japan-modernism.html
Wed Aug 08 22:02:22 2018	peacherino	affix	https://www.nytimes.com/2018/08/08/books/review/sing-sing-prison-library-critic.html
Thu Aug 09 10:03:26 2018	calimotxo	filtered	https://www.nytimes.com/2018/08/09/travel/what-to-do-in-boise.html
Thu Aug 09 10:03:30 2018	artzainak	filtered	https://www.nytimes.com/2018/08/09/travel/what-to-do-in-boise.html
Thu Aug 09 18:02:44 2018	midramble	affix	https://www.nytimes.com/2018/08/09/style/transgender-men-voice-change.html
Thu Aug 09 19:01:57 2018	paraoxonase	domain	https://www.nytimes.com/2018/08/09/science/marine-mammals-pesticides.html
Thu Aug 09 21:02:04 2018	unfreakingbelievable	infix	https://www.nytimes.com/2018/08/09/nyregion/melania-trumps-parents-become-us-citizens.html
Thu Aug 09 21:02:29 2018	angustidens	domain	https://www.nytimes.com/2018/08/09/science/sharks-fossils-australia.html
Fri Aug 10 10:02:28 2018	lomgbois	domain	https://www.nytimes.com/2018/08/10/style/numtot-urbanism-memes.html
Fri Aug 10 10:02:40 2018	hyperdominant	affix	https://www.nytimes.com/2018/08/10/books/review/adam-tooze-crashed.html
Fri Aug 10 10:03:05 2018	obstupified	infl	https://www.nytimes.com/2018/08/10/books/review/sugar-money-jane-harris.html
Fri Aug 10 10:03:07 2018	obstupifies	filtered	https://www.nytimes.com/2018/08/10/books/review/sugar-money-jane-harris.html
Fri Aug 10 10:03:26 2018	zakhlebyvatsya	filtered	https://www.nytimes.com/2018/08/10/books/review/keith-gessen-terrible-country.html
Fri Aug 10 17:01:54 2018	maniacale	filtered	https://www.nytimes.com/2018/08/10/sports/maurizio-sarri-chelsea.html
Fri Aug 10 22:02:44 2018	wasprescribed	filtered	https://www.nytimes.com/2018/08/10/nyregion/bethenny-frankel-boyfriend-dead.html
Fri Aug 10 22:03:01 2018	ashiyu	filtered	https://www.nytimes.com/2018/08/10/t-magazine/abstract-gnomes-japanese-breads-editors-picks.html
Sat Aug 11 07:01:57 2018	l’humour	filtered	https://www.nytimes.com/2018/08/11/world/americas/quebec-sugar-sammy-comedian.html
Mon Aug 13 02:02:31 2018	triedd	filtered	http://www.nytimes.com/2018/08/12/business/china-influence-europe-czech-republic.html
Mon Aug 13 17:02:04 2018	kewaiden	filtered	https://www.nytimes.com/2018/08/13/style/skin-care-essence.html
Mon Aug 13 21:02:01 2018	ulekan	filtered	https://www.nytimes.com/2018/08/13/dining/sambal-a-pungent-reminder-of-home-and-hardship.html
Mon Aug 13 23:01:37 2018	artveillance	blend	https://www.nytimes.com/2018/08/13/lens/surveillance-camera-photography.html
Tue Aug 14 11:01:45 2018	mayorum	filtered	https://www.nytimes.com/2018/08/14/nyregion/new-york-today-ditmas-park.html
Tue Aug 14 17:02:08 2018	xiaolongxia	filtered	https://www.nytimes.com/2018/08/14/dining/le-sia-review.html
Tue Aug 14 23:01:35 2018	powergrabs	infl	https://www.nytimes.com/2018/08/14/world/europe/turkey-strongman-inflation.html
Wed Aug 15 07:01:25 2018	cropmarks	compound comp	https://www.nytimes.com/2018/08/15/opinion/britain-drought-cropmarks-summer.html
Wed Aug 15 11:02:14 2018	muselets	affix	https://www.nytimes.com/2018/08/15/opinion/10-poets-with-disabilities.html
Wed Aug 15 15:02:30 2018	rubriventris	domain	https://www.nytimes.com/2018/08/15/magazine/the-super-bowl-of-beekeeping.html
Wed Aug 15 15:02:32 2018	melanopoda	domain	https://www.nytimes.com/2018/08/15/magazine/the-super-bowl-of-beekeeping.html
Wed Aug 15 15:03:44 2018	toastedness	deriv	https://www.nytimes.com/2018/08/15/magazine/pasta-cure-stress-spaghetti.html
Wed Aug 15 19:01:58 2018	schisma	domain	https://www.nytimes.com/2018/08/15/arts/television/castle-rock-season-1-episode-6-recap.html
Wed Aug 15 20:01:58 2018	purpledog	filtered	https://www.nytimes.com/2018/08/15/opinion/identity-politics.html
Thu Aug 16 07:01:37 2018	geolocked	affix	https://www.nytimes.com/2018/08/16/sports/qatar-saudi-arabia-beoutq-bein-sports.html
Thu Aug 16 17:02:07 2018	boganiid	domain	https://www.nytimes.com/2018/08/16/science/beetle-amber-cycad.html
Thu Aug 16 18:02:05 2018	uncondoned	affix	https://www.nytimes.com/2018/08/16/arts/television/review-disenchantment-netflix-matt-groening.html
Fri Aug 17 01:02:45 2018	soychig	dialect	https://www.nytimes.com/2018/08/16/opinion/aretha-franklin-church-detroit.html
Fri Aug 17 01:04:38 2018	mbalanx	filtered	https://www.nytimes.com/2018/08/16/arts/music/pop-rock-and-jazz-in-nyc-this-week.html
Fri Aug 17 10:02:04 2018	delivereros	filtered	https://www.nytimes.com/2018/08/17/nyregion/the-dangerous-lives-of-the-citys-delivereros.html
Fri Aug 17 17:02:19 2018	childrinx	variant	https://www.nytimes.com/2018/08/17/books/review/maes-first-day-of-school-kate-berube.html
Fri Aug 17 17:02:21 2018	skrool	variant	https://www.nytimes.com/2018/08/17/books/review/maes-first-day-of-school-kate-berube.html
Fri Aug 17 20:02:00 2018	waltzable	affix	https://www.nytimes.com/2018/08/17/arts/music/aretha-franklin-opera-youtube.html
Sat Aug 18 03:02:09 2018	punlicious	blend	http://www.nytimes.com/2018/08/17/crosswords/daily-puzzle-2018-08-18.html
Sat Aug 18 18:01:51 2018	bandeirilhas	filtered	https://www.nytimes.com/2018/08/15/lens/california-bullfight-portuguese-americans.html
Sat Aug 18 23:02:04 2018	nonuple	domain	http://www.nytimes.com/2018/08/18/crosswords/daily-puzzle-2018-08-19.html
Mon Aug 20 10:01:41 2018	khatchgars	filtered	https://www.nytimes.com/2018/08/20/travel/armenia-peter-balakian.html
Mon Aug 20 22:02:11 2018	pseudomyxoma	domain	https://www.nytimes.com/2018/08/20/obituaries/leonard-boswell-veterans-champion-in-the-house-dies-at-84.html
Mon Aug 20 22:02:13 2018	peritonei	filtered	https://www.nytimes.com/2018/08/20/obituaries/leonard-boswell-veterans-champion-in-the-house-dies-at-84.html
Tue Aug 21 07:01:42 2018	melanderi	domain	https://www.nytimes.com/2018/08/21/science/bees-pollination-farming.html
Tue Aug 21 10:02:02 2018	superposter	affix	https://www.nytimes.com/2018/08/21/world/europe/facebook-refugee-attacks-germany.html
Tue Aug 21 10:02:04 2018	superposters	filtered	https://www.nytimes.com/2018/08/21/world/europe/facebook-refugee-attacks-germany.html
Tue Aug 21 10:02:50 2018	seanlophotography	filtered	https://www.nytimes.com/2018/08/21/magazine/new-sentences-from-instagrams-puffins-tag.html
Tue Aug 21 10:03:13 2018	johneligon	filtered	https://www.nytimes.com/2018/08/21/travel/west-germany-road-trip.html
Tue Aug 21 19:02:22 2018	ragdolly	deriv	https://www.nytimes.com/2018/08/21/books/review-we-that-are-young-preti-taneja.html
Wed Aug 22 00:02:25 2018	antipatica	filtered	https://www.nytimes.com/2018/08/21/world/europe/asia-argento-italy.html
Wed Aug 22 10:02:10 2018	snoezel	filtered	https://www.nytimes.com/2018/08/22/world/europe/dementia-care-treatment-symptoms-signs.html
Wed Aug 22 10:03:06 2018	botaoshi	filtered	https://www.nytimes.com/2018/08/22/sports/botaoshi-japan.html
Wed Aug 22 10:03:17 2018	kumitaiso	filtered	https://www.nytimes.com/2018/08/22/sports/botaoshi-japan.html
Wed Aug 22 10:03:19 2018	kibasen	filtered	https://www.nytimes.com/2018/08/22/sports/botaoshi-japan.html
Wed Aug 22 10:03:21 2018	undokai	filtered	https://www.nytimes.com/2018/08/22/sports/botaoshi-japan.html
Wed Aug 22 18:02:43 2018	tktkkt	onomatopoeia	https://www.nytimes.com/2018/08/22/style/denim-brands.html
Wed Aug 22 18:02:46 2018	ktktk	onomatopoeia	https://www.nytimes.com/2018/08/22/style/denim-brands.html
Thu Aug 23 10:02:30 2018	ladotyri	filtered	http://www.nytimes.com/2018/08/23/travel/what-to-do-in-thessaloniki.html
Thu Aug 23 18:02:49 2018	nonrelay	affix	https://www.nytimes.com/2018/08/23/well/move/the-camaraderie-of-the-long-distance-relay-runner.html
Thu Aug 23 23:02:41 2018	backmeister	filtered	https://www.nytimes.com/2018/08/23/t-magazine/berlin-guide.html
Thu Aug 23 23:02:43 2018	laugenecke	filtered	https://www.nytimes.com/2018/08/23/t-magazine/berlin-guide.html
Fri Aug 24 16:02:15 2018	porniest	deriv	https://www.nytimes.com/2018/08/24/business/intimacy-director-hbo-the-deuce.html
Fri Aug 24 16:02:18 2018	perrrrfect	lengthening	https://www.nytimes.com/2018/08/24/business/intimacy-director-hbo-the-deuce.html
Fri Aug 24 17:03:21 2018	furgirl	compound comp	https://www.nytimes.com/2018/08/24/style/dog-videos.html
Fri Aug 24 18:02:49 2018	hurtingest	deriv	https://www.nytimes.com/2018/08/24/obituaries/lazy-lester-bluesman-dead.html
Fri Aug 24 21:01:47 2018	microinfluencers	affix	https://www.nytimes.com/2018/08/24/health/tobacco-social-media-smoking.html
Sat Aug 25 03:01:30 2018	legumophiles	affix	http://www.nytimes.com/2018/08/24/crosswords/daily-puzzle-2018-08-25.html
Sat Aug 25 03:01:32 2018	consonantery	deriv	http://www.nytimes.com/2018/08/24/crosswords/daily-puzzle-2018-08-25.html
Sun Aug 26 07:01:11 2018	levidrome	domain	https://www.nytimes.com/2018/08/25/pageoneplus/corrections-august-26-2018.html
Mon Aug 27 07:01:08 2018	cigalike	blend	https://www.nytimes.com/2018/08/27/science/juul-vaping-teen-marketing.html
Mon Aug 27 10:01:33 2018	mukbang	filtered	https://www.nytimes.com/2018/08/27/arts/unboxing-videos-consumerism.html
Mon Aug 27 10:01:38 2018	looksmaxing	compound new	https://www.nytimes.com/2018/08/27/arts/male-fitness-body-building.html
Mon Aug 27 15:01:17 2018	estrodial	domain	https://www.nytimes.com/2018/08/27/business/women-fertility-apps-pregnancy.html
Mon Aug 27 20:07:10 2018	safetyism	affix	https://www.nytimes.com/2018/08/27/books/review/splintering-william-egginton-coddling-greg-lukianoff-jonathan-haidt.html
Tue Aug 28 10:10:03 2018	thumbsy	deriv	https://www.nytimes.com/2018/08/28/magazine/letter-of-recommendation-clock-radios.html
Tue Aug 28 15:06:51 2018	polymathishness	deriv	https://www.nytimes.com/2018/08/28/books/review/bitwise-david-auerbach.html
Tue Aug 28 16:07:14 2018	resurrecta	filtered	https://www.nytimes.com/2018/08/28/science/wasps-parasites-fossils.html
Tue Aug 28 16:07:16 2018	handschini	domain	https://www.nytimes.com/2018/08/28/science/wasps-parasites-fossils.html
Tue Aug 28 19:07:27 2018	flufferbot	filtered	https://www.nytimes.com/2018/08/28/business/elon-musk-tesla.html
Wed Aug 29 10:08:29 2018	multicontaminant	affix	https://www.nytimes.com/2018/08/29/world/asia/pollution-health-china.html
Wed Aug 29 16:08:41 2018	nepholopsia	domain	https://www.nytimes.com/2018/08/29/opinion/oliver-sacks-the-man-who-loved-words.html
Wed Aug 29 16:08:45 2018	musicophobia	affix	https://www.nytimes.com/2018/08/29/opinion/oliver-sacks-the-man-who-loved-words.html
Wed Aug 29 16:08:48 2018	etymophilia	affix	https://www.nytimes.com/2018/08/29/opinion/oliver-sacks-the-man-who-loved-words.html
Wed Aug 29 20:06:41 2018	innoventor	blend	http://www.nytimes.com/2018/08/29/opinion/trump-bias-google-twitter.html
Wed Aug 29 20:06:59 2018	protractorlike	affix	https://www.nytimes.com/2018/08/29/technology/personaltech/iphone-photos-make-beautiful.html
Wed Aug 29 20:08:04 2018	glampground	blend	https://www.nytimes.com/2018/08/29/fashion/weddings/campsite-wedding-campfire-outdoors.html
Thu Aug 30 03:09:25 2018	nonsubliminal	affix	http://www.nytimes.com/2018/08/29/crosswords/daily-puzzle-2018-08-30.html
Thu Aug 30 10:09:16 2018	graukäse	filtered	https://www.nytimes.com/2018/08/30/travel/what-to-do-in-the-dolomites.html
Thu Aug 30 15:08:18 2018	parlatorio	filtered	https://www.nytimes.com/2018/08/30/arts/design/on-the-trail-of-a-lover-boy-in-the-age-of-enlightenment.html
Thu Aug 30 15:08:33 2018	garagerock	compound comp	https://www.nytimes.com/2018/08/30/arts/music/spiritualized-jason-pierce-and-nothing-hurt.html
Thu Aug 30 18:07:52 2018	jangajji	filtered	https://www.nytimes.com/2018/08/30/dining/shik-review-korean-melbourne.html
Thu Aug 30 18:07:56 2018	maeuntang	filtered	https://www.nytimes.com/2018/08/30/dining/shik-review-korean-melbourne.html
Thu Aug 30 20:09:26 2018	glowspot	compound comp	https://www.nytimes.com/2018/08/30/us/stolen-bugs-insects-philadelphia.html
Thu Aug 30 20:09:32 2018	fireleg	compound comp	https://www.nytimes.com/2018/08/30/us/stolen-bugs-insects-philadelphia.html
Fri Aug 31 09:08:57 2018	snookerrr	lengthening	https://www.nytimes.com/2018/08/31/theater/richard-bean-snooker-play-the-nap.html
Fri Aug 31 11:10:11 2018	pahng	filtered	https://www.nytimes.com/2018/08/31/arts/music/tangent-piano-alexei-lubimov-ecm.html
Fri Aug 31 11:10:16 2018	harfenzug	filtered	https://www.nytimes.com/2018/08/31/arts/music/tangent-piano-alexei-lubimov-ecm.html
Fri Aug 31 11:10:22 2018	solfeggi	filtered	https://www.nytimes.com/2018/08/31/arts/music/tangent-piano-alexei-lubimov-ecm.html
Fri Aug 31 14:09:36 2018	mafaldini	filtered	https://www.nytimes.com/2018/08/31/t-magazine/missy-robbins-misi-pasta-restaurant.html
Fri Aug 31 16:09:24 2018	hatago	filtered	https://www.nytimes.com/2018/08/31/t-magazine/jessi-reaves-statement-loafers-robes-for-day.html
Fri Aug 31 18:09:32 2018	triallike	affix	https://www.nytimes.com/2018/08/31/sports/colin-kaepernick.html
Sat Sep 01 02:08:33 2018	rrrrrrromance	lengthening	http://www.nytimes.com/2018/08/31/crosswords/daily-puzzle-2018-09-01.html
Sat Sep 01 05:07:20 2018	batakali	filtered	https://www.nytimes.com/2018/09/01/style/amah-ayivi-marche-noir.html
Mon Sep 03 10:04:42 2018	tixels	blend	https://www.nytimes.com/2018/09/03/arts/tablet-devices-blind-braille.html
Mon Sep 03 10:05:06 2018	reaperlike	affix	https://www.nytimes.com/2018/09/03/t-magazine/rei-kawakubo-comme-des-garcons-menswear.html
Tue Sep 04 10:02:51 2018	michahellis	domain	https://www.nytimes.com/2018/09/04/world/europe/rome-seagulls-italy.html
Tue Sep 04 10:03:34 2018	cladssic	filtered	https://www.nytimes.com/2018/09/04/business/dealbook/government-strategy-crack-down-on-spoofing.html
Tue Sep 04 12:03:58 2018	unmenschlike	affix	https://www.nytimes.com/2018/09/04/books/review/lisa-brennan-jobs-small-fry.html
Tue Sep 04 16:03:53 2018	technoparadise	affix	https://www.nytimes.com/2018/09/04/technology/amazon-stock-price-1-trillion-value.html
Wed Sep 05 10:05:30 2018	riblja	filtered	https://www.nytimes.com/2018/09/05/travel/belgrade-serbia-nightlife-clubs-restaurants.html
Wed Sep 05 11:06:17 2018	hackishly	deriv	http://www.nytimes.com/2018/09/05/opinion/trump-bob-woodard-new-book.html
Wed Sep 05 14:05:44 2018	papelillo	filtered	https://www.nytimes.com/2018/09/05/realestate/luxury/house-hunting-in-mexico.html
Wed Sep 05 15:05:07 2018	fanimatic	blend	https://www.nytimes.com/2018/09/05/theater/be-more-chill-broadway.html
Wed Sep 05 19:07:11 2018	turbith	domain	https://www.nytimes.com/2018/09/05/t-magazine/pedro-da-costa-felgueiras-recreating-lost-colors.html
Thu Sep 06 10:05:27 2018	scatterfocus	compound comp	https://www.nytimes.com/2018/09/06/books/hyperfocus-chris-bailey-attention-distraction.html
Thu Sep 06 12:04:51 2018	tricku	filtered	https://www.nytimes.com/2018/09/06/theater/letni-letna-circus-prague.html
Thu Sep 06 13:03:59 2018	ciyaal	filtered	https://www.nytimes.com/2018/09/06/style/learning-to-drive.html
Thu Sep 06 17:05:11 2018	sambousek	filtered	https://www.nytimes.com/2018/09/06/nyregion/mansoura-bakery.html
Fri Sep 07 10:06:26 2018	hhhhwwhy	lengthening	https://www.nytimes.com/2018/09/07/well/family/in-math-cram-sessions-solving-for-why.html
Fri Sep 07 10:06:34 2018	tartarugari	filtered	https://www.nytimes.com/2018/09/07/arts/gallery-tortoiseshell-art-naples.html
Fri Sep 07 10:08:01 2018	preinvented	blend	https://www.nytimes.com/2018/09/07/magazine/the-rage-and-tenderness-of-david-wojnarowiczs-art.html
Fri Sep 07 18:07:08 2018	suzumebachi	filtered	https://www.nytimes.com/2018/09/07/t-magazine/eating-bugs-food-restaurant.html
Sat Sep 08 18:04:46 2018	taselisib	filtered	https://www.nytimes.com/2018/09/08/health/jose-baselga-cancer-memorial-sloan-kettering.html
Mon Sep 10 15:06:44 2018	happymaking	compound comp	https://www.nytimes.com/2018/09/10/dining/what-to-cook-right-now-cooking.html
Mon Sep 10 17:05:37 2018	chudaki	filtered	https://www.nytimes.com/2018/09/10/theater/uncle-vanya-translation-hunter-project.html
Mon Sep 10 20:06:31 2018	plsteiner	filtered	http://www.nytimes.com/2018/09/10/opinion/anonymous-oped-senior-official-trump-adminimstration-reaction.html
Tue Sep 11 05:05:31 2018	thiopentone	domain	https://www.nytimes.com/2018/09/11/health/lasker-awards-genetics-anesthesia-women.html
Tue Sep 11 09:06:34 2018	bajubandh	filtered	https://www.nytimes.com/2018/09/11/style/jewelry-gyan-museum-jaipur-india.html
Tue Sep 11 15:05:58 2018	amandlasponsored	filtered	https://www.nytimes.com/2018/09/11/movies/amandla-stenberg-the-hate-u-give.html
Tue Sep 11 17:05:39 2018	djolof	filtered	https://www.nytimes.com/2018/09/11/dining/nyc-restaurant-openings.html
Tue Sep 11 18:05:24 2018	pkaila	filtered	https://www.nytimes.com/2018/09/11/dining/ottolenghi-halibut-recipe.html
Tue Sep 11 18:05:26 2018	bkeila	filtered	https://www.nytimes.com/2018/09/11/dining/ottolenghi-halibut-recipe.html
Tue Sep 11 22:05:13 2018	herograms	affix	https://www.nytimes.com/2018/09/11/us/politics/on-politics-cynthia-nixon-interview.html
Wed Sep 12 10:07:07 2018	protopsychiatrist	affix	https://www.nytimes.com/2018/09/12/magazine/if-this-book-is-not-expressing-everything-what-am-i-doing-with-my-life.html
Wed Sep 12 18:07:51 2018	unenvisioned	affix	https://www.nytimes.com/2018/09/12/arts/music/wayne-shorter-emanon.html
Wed Sep 12 18:08:14 2018	combarbalita	filtered	https://www.nytimes.com/2018/09/12/t-magazine/central-south-american-designers-guilherme-wentz-rodrigo-bravo.html
Thu Sep 13 03:07:26 2018	borschtian	deriv	https://www.nytimes.com/2018/09/12/theater/collective-rage-review-jen-silverman.html
Thu Sep 13 15:07:30 2018	ammogghio	filtered	https://www.nytimes.com/2018/09/13/t-magazine/pantelleria-travel-guide.html
Thu Sep 13 18:07:46 2018	gawkfest	affix	https://www.nytimes.com/2018/09/13/fashion/rihanna-fenty-savage-new-york-fashion-week.html
Fri Sep 14 10:05:46 2018	antipragmatically	affix	https://www.nytimes.com/2018/09/14/books/review/dan-kaufman-fall-of-wisconsin.html
Fri Sep 14 10:08:09 2018	supercurly	affix	https://www.nytimes.com/2018/09/14/magazine/maya-rudolph-snl-amazon-forever.html
Fri Sep 14 10:08:15 2018	draaanks	lengthening	https://www.nytimes.com/2018/09/14/magazine/maya-rudolph-snl-amazon-forever.html
Fri Sep 14 17:06:19 2018	stuccoish	affix	https://www.nytimes.com/2018/09/14/t-magazine/peter-halley-lever-house.html
Fri Sep 14 18:05:38 2018	lechugeros	filtered	https://www.nytimes.com/2018/09/14/us/migrant-children-ineligible-reunification-families.html
Fri Sep 14 19:05:24 2018	motanka	filtered	https://www.nytimes.com/2018/09/14/world/europe/ukraine-rock-star-vakarchuk.html
Fri Sep 14 20:06:28 2018	émouvoir	filtered	https://www.nytimes.com/2018/09/14/opinion/sunday/heart-health-emotions.html
Sat Sep 15 03:05:05 2018	lithogram	domain	http://www.nytimes.com/2018/09/14/crosswords/daily-puzzle-2018-09-15.html
Sun Sep 16 14:06:38 2018	hoooooot	lengthening	https://www.nytimes.com/2018/09/16/world/asia/philippines-typhoon.html
Mon Sep 17 10:06:00 2018	prepectoral	affix	https://www.nytimes.com/2018/09/17/well/live/breast-reconstruction-implants-muscle.html
Mon Sep 17 10:06:39 2018	lensmenn	filtered	https://www.nytimes.com/2018/09/17/magazine/knausgaard-my-struggle-writing-literature.html
Mon Sep 17 17:07:20 2018	nothingbuffet	compound new	https://www.nytimes.com/2018/09/17/arts/television/tom-arnold-trump-tapes-review.html
Mon Sep 17 17:07:34 2018	pingshu	filtered	https://www.nytimes.com/2018/09/17/obituaries/shan-tianfang-dead.html
Mon Sep 17 17:07:48 2018	farfalletti	filtered	https://www.nytimes.com/2018/09/17/dining/al-dente-pasta-piccolo.html
Mon Sep 17 20:06:30 2018	pompejana	filtered	https://www.nytimes.com/2018/09/17/science/patents-marine-dna.html
Tue Sep 18 02:06:16 2018	slobtastic	affix	https://www.nytimes.com/2018/09/17/style/red-carpet-best-dressed-men.html
Tue Sep 18 10:09:31 2018	griye	filtered	https://www.nytimes.com/2018/09/18/travel/istanbul-asian-side-budget-affordable.html
Tue Sep 18 11:05:57 2018	mazzafagati	filtered	https://www.nytimes.com/2018/09/18/dining/frankies-457-spuntino-brooklyn.html
