Time,Word,Category,URL,Sentence Example
Wed May 23 08:02:03 2018,medianthe,filtered,https://www.nytimes.com/2018/05/23/world/australia/diary-big-pineapple-queensland-poem.html,"Email nytaustralia@nytimes.com.ImageCredit...Courtesy of Dallas PlattBrisbaneOur Last Queensland Winter By Kasia ClarkeAfter the muddy roads and the mangroves and after circling the curtain figand after the Big Things: the marlin on its tail,the cane toad splitting the medianthe mango towering over the A1,but before seeing Mary Poppins in the rainand before climbing the stairs into the big pineappleand before starting our lives over again —we walked into the caves.Near-extinct ferns grew above us.You held my hand tight as the shadows shiftedand we went deeper into the darkness.The guide taught us of geology, dynamite.Then we were in the cave-cathedral, limestonestretching tall."
Wed May 23 08:02:07 2018,pineappleand,filtered,https://www.nytimes.com/2018/05/23/world/australia/diary-big-pineapple-queensland-poem.html,"Email nytaustralia@nytimes.com.ImageCredit...Courtesy of Dallas PlattBrisbaneOur Last Queensland Winter By Kasia ClarkeAfter the muddy roads and the mangroves and after circling the curtain figand after the Big Things: the marlin on its tail,the cane toad splitting the medianthe mango towering over the A1,but before seeing Mary Poppins in the rainand before climbing the stairs into the big pineappleand before starting our lives over again —we walked into the caves.Near-extinct ferns grew above us.You held my hand tight as the shadows shiftedand we went deeper into the darkness.The guide taught us of geology, dynamite.Then we were in the cave-cathedral, limestonestretching tall."
Wed May 23 08:02:09 2018,shiftedand,filtered,https://www.nytimes.com/2018/05/23/world/australia/diary-big-pineapple-queensland-poem.html,"Email nytaustralia@nytimes.com.ImageCredit...Courtesy of Dallas PlattBrisbaneOur Last Queensland Winter By Kasia ClarkeAfter the muddy roads and the mangroves and after circling the curtain figand after the Big Things: the marlin on its tail,the cane toad splitting the medianthe mango towering over the A1,but before seeing Mary Poppins in the rainand before climbing the stairs into the big pineappleand before starting our lives over again —we walked into the caves.Near-extinct ferns grew above us.You held my hand tight as the shadows shiftedand we went deeper into the darkness.The guide taught us of geology, dynamite.Then we were in the cave-cathedral, limestonestretching tall."
Wed May 23 08:02:11 2018,limestonestretching,filtered,https://www.nytimes.com/2018/05/23/world/australia/diary-big-pineapple-queensland-poem.html,"Email nytaustralia@nytimes.com.ImageCredit...Courtesy of Dallas PlattBrisbaneOur Last Queensland Winter By Kasia ClarkeAfter the muddy roads and the mangroves and after circling the curtain figand after the Big Things: the marlin on its tail,the cane toad splitting the medianthe mango towering over the A1,but before seeing Mary Poppins in the rainand before climbing the stairs into the big pineappleand before starting our lives over again —we walked into the caves.Near-extinct ferns grew above us.You held my hand tight as the shadows shiftedand we went deeper into the darkness.The guide taught us of geology, dynamite.Then we were in the cave-cathedral, limestonestretching tall."
Wed May 23 08:02:14 2018,squeezedand,filtered,https://www.nytimes.com/2018/05/23/world/australia/diary-big-pineapple-queensland-poem.html,"We were in the quiet.Whatever was to happen would happen.Minutes passed; we got used to the dark.Unexpectedly, the caves lit up again.We made our way back to the carpark,our footsteps echoing as we squeezedand then crawled the last meters from the caveback to the campervan, back to the road.Our lives were still hundreds of kilometers awaywaiting for us with the patience of the coastwaiting as the befores and afters faded and left usalone and here together, now.Share your stories with us."
Wed May 23 10:03:15 2018,hyperregimented,affix,https://www.nytimes.com/2018/05/23/magazine/the-risky-business-of-speaking-for-president-trump.html,Much of our conversation early on had centered on his hyperregimented diet and exercise habits.
Wed May 23 10:03:26 2018,counteroutrage,affix,https://www.nytimes.com/2018/05/23/magazine/news-of-an-outrage-used-to-mean-something-very-very-different.html,"At this year’s White House Correspondents’ Association dinner, the comedian Michelle Wolf traded the typical roast format for a full-on flame broil, setting off a cyclone of outrage and counteroutrage that seemed unstoppable — until Kanye West declared that slavery “sounds like a choice,” outraging the descendants of slaves and a vast span of the 900s section of the Dewey Decimal System."
Wed May 23 10:03:28 2018,ultrage,filtered,https://www.nytimes.com/2018/05/23/magazine/news-of-an-outrage-used-to-mean-something-very-very-different.html,one committed against a person or against society; a violent injury or wrong.” It derived from the Medieval French ultrage and then outrage — an insult or excess — and is related to the Latin ultragium (“a going beyond”).
Wed May 23 10:03:30 2018,ultragium,filtered,https://www.nytimes.com/2018/05/23/magazine/news-of-an-outrage-used-to-mean-something-very-very-different.html,one committed against a person or against society; a violent injury or wrong.” It derived from the Medieval French ultrage and then outrage — an insult or excess — and is related to the Latin ultragium (“a going beyond”).
Wed May 23 10:03:50 2018,anningii,filtered,https://www.nytimes.com/2018/05/23/travel/fossil-hunting-lyme-regis-dorset-england.html,"Here’s Fowles on Anning: “One of the meanest disgraces of British paleontology is that although many scientists of the day gratefully used her finds to establish their own reputation, not one native type bears the specific anningii.”Mr."
Wed May 23 13:02:10 2018,archwizard,affix,https://www.nytimes.com/2018/05/23/books/philip-roth-apprasial.html,"You could hear his comic tone as he told Pierpont, “Even in death, you get a bad review!”Roth’s output was protean, too wide, too deep and too fervent to truly capture in an appraisal of this length, composed overnight after learning of his death late the previous evening.But grief is not too strong a word to use to capture my emotions, and those of many others who kept pace with his work.This archwizard’s books continue to be here."
Wed May 23 15:02:00 2018,filaos,filtered,https://www.nytimes.com/2018/05/23/world/africa/senegal-erosion-fisherman.html,"In 2009, residents started moving inland.From his fishing boat, early on a recent morning, Mr. Diagne pointed to what was left of his former village: a few ruins on the shore, and a sunken tree covered with cormorants that used to be in the town square.For the past several years, with financial help from the government and international organizations, he and his community have planted thousands of mangroves and pine trees known as filaos, to halt erosion and reclaim land then used to farm and sell cassava, cabbages, melons, sweet potatoes and other produce.Mr."
Wed May 23 18:02:12 2018,wahkarmoosuch,filtered,https://www.nytimes.com/2018/05/23/science/haramiyid-skull-utah.html,"The new species, called Cifelliodon wahkarmoosuch, is a member of an extinct group of animals known as the haramiyids, which some researchers think bridged the transition between reptiles and mammals.ImageAn artist’s rendering of Cifelliodon wahkarmoosuch."
Wed May 23 18:02:16 2018,haramiyid,filtered,https://www.nytimes.com/2018/05/23/science/haramiyid-skull-utah.html,"The new species, called Cifelliodon wahkarmoosuch, is a member of an extinct group of animals known as the haramiyids, which some researchers think bridged the transition between reptiles and mammals.The finding, published Wednesday in the journal Nature, shows that haramiyids spread much farther across the globe and in a later time period than previously thought.Dr. Hoffmann, who wrote a perspective that accompanied the study, said she was surprised to see a haramiyid fossil among the thousands of dinosaur specimens found in North America from the Cretaceous period.]In the 1900s scientists had uncovered teeth and jawbones from haramiyids in parts of Eurasia that dated back to the Jurassic and Triassic periods, more than 145 million years ago.Then around 2014 and 2015, researchers found skeletons and soft tissue of haramiyids in China, sparking a debate about where the group belongs on the evolutionary tree.If haramiyids are mammals, then the group pushes back the birth of mammals to about 220 million years ago.Dr. Luo said he and his colleagues place the haramiyids at the doorstep of mammals — close but just outside.Scientists think haramiyids were diverse and possibly occupied similar ecological niches, eating insects, plants or meat.Its fossilized skull was found under a dinosaur’s foot by paleontologists in Utah.Credit...Jorge A. GonzalezAdam Huttenlocker, a paleobiologist at the University of Southern California and lead author on the paper made the link that the fossil found in Utah belonged to a haramiyid.But that lonely tooth was important, said David Krause, a paleontologist from the Denver Museum of Nature and Science who co-wrote the accompanying perspective.“That tooth is now largely responsible for extending the geographic range of the group to an entire new continent — North America — and to a significantly later time than is typical for haramiyidans,” said Dr. Krause.Dr.Hoffmann added that despite the new finding, she is undecided on whether haramiyids belong inside or outside of the mammal group.“We still need more fossils to tell that,” she said.AdvertisementContinue reading the main storySite IndexSite Information Navigation© 2020 The New York Times CompanyNYTCoContact UsWork with usAdvertiseT Brand StudioYour Ad ChoicesPrivacyTerms of ServiceTerms of SaleSite MapHelpSubscriptions"
Wed May 23 20:01:58 2018,yaadie,filtered,https://www.nytimes.com/2018/05/23/t-magazine/food/devonn-francis-yardy-nyc-hey-sis.html,"The company’s name derives from the word “yaadie,” a patois term of endearment that means a Jamaican-born citizen — Francis is a first-generation queer Jamaican-American — and symbolically, the name represents “finding your way back home, a sense of belonging, loving who you are and helping others get to where they need to go,” he says."
Wed May 23 20:02:01 2018,dhalpuri,filtered,https://www.nytimes.com/2018/05/23/t-magazine/food/devonn-francis-yardy-nyc-hey-sis.html,"With his sister, Monique Francis, heating West Indian flatbread known as dhalpuri roti on a nearby stove, and his parents talking to guests, a Francis dinner party is not only served family style, it is a true family affair."
Wed May 23 20:02:12 2018,all’improvviso,filtered,https://www.nytimes.com/2018/05/23/sports/soccer/champions-league-liverpool.html,"But it did not seem that “L’Estate Sta Finendo” would be one of them.Until, that is, Righi performed in L’Aquila, a city devastated by an earthquake in 2009, “three or four years ago.”“Afterward,” Righi said, “a few friends of mine sent me a video showing the fans of L’Aquila singing a version of the song.” The first words of this new version were un giorno all’improvviso: one sudden day.L’Aquila’s team plays in the lower tiers of Italian soccer, but it has a loud and loyal ultra group, known (for the team’s colors) as the Red-Blue Eagles.Each new group changed the lyrics, though each one started with the same three words: un giorno all’improvviso."
Wed May 23 20:02:19 2018,oughtn’t,synth,https://www.nytimes.com/2018/05/23/books/review/chris-offutt-country-dark.html,"Tucker, who runs bootleg liquor to parts north, promptly takes steps to defend his family.You oughtn’t know much more heading in."
Wed May 23 23:02:01 2018,nonfill,domain,https://www.nytimes.com/2018/05/11/crosswords/how-to-make-crossword-puzzle-grid.html,"One nice thing is that the first Z could go in a long, nonfill slot."
Thu May 24 01:01:52 2018,fatootsed,dialect,https://www.nytimes.com/2018/05/23/opinion/nfl-protest-trump-anthem.html,"We look forward to many more meetings of fatootsed gazillionaires conducting many more votes on petty rules to ban creative new forms of player protest.Many players, African-American by and large, have been kneeling during the anthem since 2016, when the San Francisco 49ers quarterback Colin Kaepernick began sitting, and later kneeling, during the ceremony to protest racism and police brutality.Many football fans and team owners thought Mr. Kaepernick was showing disrespect for the flag, or even for the military, as though the Stars and Stripes were a battle standard and the football field a hallowed battleground."
Thu May 24 01:02:18 2018,ravagements,infl,https://www.nytimes.com/2018/05/23/books/david-sedaris-calypso.html,"His breakthrough segment, “Adventures in SantaLand,” contained the now-famous account of how, while working a desperation job as a Christmas elf in a department store, Mr. Sedaris told a fractious child that if he didn’t behave, Santa Claus would come and steal everything in his house, including the towels and the electricity.His first book was an essay collection called “Barrel Fever.” Like its author, with his deceptively benign and innocuous appearance, the book had the stealth force of a jalapeño disguised as a bell pepper.Exclusive: Listen to David Sedaris read an excerpt from his new book, ‘Calypso.’Now he is about to publish his latest book, “Calypso,” which reflects the usual Sedaris preoccupations: the bonds of siblings, the trials and comforts of domesticity, the softenings and ravagements of time, the general confusion of the world, his family’s extremely weird sense of humor.ImageCredit...Sonny Figueroa/The New York TimesAny family that names its seaside cottage “the Sea Section” and seriously considers “The Amniotic Shack” as an alternative is not exactly normal."
Thu May 24 08:01:57 2018,beautybeautybeauty,spaces sic,https://www.nytimes.com/2018/05/24/style/andre-leon-talley-documentary.html,"He was not supposed to get an internship with Ms. Vreeland at the Costume Institute, or a job at Andy Warhol’s Interview, or go to Paris and be the only black man in the front row of couture shows, or become creative director of Vogue.“It took a lot of courage to be him,” said Diane von Furstenberg, who became friends with him in his Interview days and accompanied him to the Obama inauguration in 2009.He was a fashion editor in what the writer Harold Brodkey would have termed “an almost classical mode”: an editor whose persona was modeled on a time when fashion editors made proclamations and had signature looks and signature environments and beautybeautybeauty was what mattered."
Thu May 24 08:01:59 2018,budgetsbudgetsbudgets,spaces sic,https://www.nytimes.com/2018/05/24/style/andre-leon-talley-documentary.html,"A time when fashion was a much more elegant business and a time when style really did matter.” Recently, the model has become more budgetsbudgetsbudgets, and the transition has been hard for Mr. Talley.It led in part, he said, to his departure from Vogue, when contracts were cut — he says his was slashed by $50,000 — and he began to feel “I had hit my glass ceiling.” (He is currently on the masthead as a contributing editor."
Thu May 24 14:03:09 2018,multilife,affix,https://www.nytimes.com/2018/05/24/arts/music/new-york-philharmonic-berio-sinfonia-bychkov.html,"You hear snippets of this and snippets of that, and it creates this sort of life, multilife.”Mr."
Thu May 24 16:02:40 2018,deterritorializes,deriv,https://www.nytimes.com/2018/05/24/magazine/what-does-it-mean-to-look-at-this.html,"But these questions can no longer simply be reduced to “Why them and why not us?” If, as Azoulay argues, photography deterritorializes citizenship, then these images accuse, they interrogate and they put us in the same boat with those we are looking at."
Thu May 24 16:02:42 2018,extraphotographic,affix,https://www.nytimes.com/2018/05/24/magazine/what-does-it-mean-to-look-at-this.html,"Unless it is supported with extraphotographic evidence, it will be mired in platitudes about human brutality or the universality of grief, truths for which no photographic argument is required."
Thu May 24 16:03:08 2018,uppromising,filtered,https://www.nytimes.com/2018/05/24/business/inventing-new-ways-to-solve-old-problems.html,"In the financial context, Mr. Dodson said, unexamined attitudes may, for example, cause fund managers to pass uppromising investment opportunities if a company is headed by a woman or a person of color.“Unless you’ve thought about reducing bias,” Mr. Dodson said, “you may be leaving money on the table.”Mr."
Thu May 24 16:03:46 2018,heptalogy,domain,https://www.nytimes.com/2018/05/24/theater/a-harry-potter-newbie-on-cursed-child-broadway.html,"It is specifically designed to complement a canonical heptalogy, and thus it functions essentially — possibly only — as both a piece of a larger puzzle and a trigger for hoots of recognition."
Thu May 24 21:03:22 2018,remdesivir,filtered,https://www.nytimes.com/2018/05/24/health/ebola-vaccine-congo.html,"And the 28 survivors who received the cocktail was still more than survived in a control group of 36 victims who got roughly identical medical care.In 2016, researchers estimated that ZMapp could save 15 of every 100 victims in a future outbreak.The other possibility is remdesivir, a drug developed by Gilead Sciences and better known as GS-5734.drugs.In late 2015, remdesivir was given for 14 days to Pauline Cafferkey, a Scottish nurse who suffered a dangerous relapse of an Ebola infection she had caught in Sierra Leone but had been thought cured."
Fri May 25 00:03:07 2018,cyberoperative,compound new,https://www.nytimes.com/2018/05/24/world/middleeast/be-very-careful-conversation-cited-to-link-qatar-to-hack-of-gop-donor.html,cyberoperative” and David Mark Powell as “a former British intelligence operative who runs G.R.A.
Fri May 25 03:02:28 2018,heteromasculinity,compound new,https://www.nytimes.com/2018/05/24/arts/television/rupauls-drag-race-season-10-episode-10-recap.html,"(Full disclosure: Absolutely nothing is funnier to me than the satirization of aggressive, performative heteromasculinity, so this segment nearly led me to choke on a hard-boiled ovary."
Fri May 25 09:02:13 2018,cocciopesto,filtered,https://www.nytimes.com/2018/05/25/arts/design/venices-architecture-biennale-the-vatican.html,"Mr. Fujimori wrote in the catalog that he wanted people to “experience the sensation of the ascension of the Son of God when they see the cross.”VideoThis chapel, designed by the Japanese architect Terunobu Fujimori, is one of the few in the exhibition with a roof.CreditCredit...Nadia Shira Cohen for The New York TimesIn some cases, Mr. Dal Co chose to contrast building materials: Francesco Cellini’s chapel, a carefully studied intersection of slim, sleek oversized black and white ceramic slabs for example, was juxtaposed with “Morning Chapel” by the Barcelona architects Ricardo Flores and Eva Prats, made with the much earthier looking Venetian cocciopesto, a material made of crushed tiles.To convince Cardinal Gianfranco Ravasi — who is the Vatican’s de facto culture minister — that the Vatican should break new ground by showing finished works rather than models and plans, Mr. Dal Co used what he conceded may have been a “slightly vulgar example.” He told the cardinal that architecture shows normally “represent the carnal union between a father and a mother but not the creation that comes of it.”The time had come to breathe life into those static renderings, argued Mr. Dal Co, an architectural historian and professor, who three decades ago curated Venice’s 5th Biennale International Architecture Exhibition."
Fri May 25 10:03:07 2018,mistressless,affix,https://www.nytimes.com/2018/05/25/books/philip-roths-best-book.html,"“Homeless, wifeless, mistressless, penniless,” he invades the Central Park West apartment of his old buddy Norman Cowan and violates the bourgeois propriety of the place in unimaginable ways."
Fri May 25 10:03:09 2018,uberous,deriv,https://www.nytimes.com/2018/05/25/books/philip-roths-best-book.html,"From the grizzled satyr Mickey Sabbath’s imagined obituary (“did nothing for Israel”) to his elation at his late mistress Drenka’s “uberous” breasts, to the unseemly depths of his lecherous interest in friends’ daughter’s underwear or his urge to urinate on Drenka’s grave, he erupts into exhilarating life even as he contemplates suicide in his grief at Drenka’s death and his own aging diminution.Sabbath, retired puppeteer, serial fornicator, lifelong failure, self-absorbed and immature, is the nemesis of all that is admirable, let alone respectable — but he remains indelibly alive, unsettlingly human and often hilarious."
Fri May 25 10:04:09 2018,dairne,domain,https://www.nytimes.com/2018/05/25/books/review/katherine-applegate-endling-the-last.html,"


In Katherine Applegate’s New Fantasy Novel, Extinction Is Imminent - The New York Times

















SectionsSEARCHSkip to contentSkip to site indexBook ReviewLog InToday’s PaperBook Review|In Katherine Applegate’s New Fantasy Novel, Extinction Is Imminenthttps://nyti.ms/2xbuHMDAdvertisementContinue reading the main storySupported byContinue reading the main storyChildren’s BooksIn Katherine Applegate’s New Fantasy Novel, Extinction Is ImminentBy Laurel SnyderMay 25, 2018Buy Book ▾AmazonApple BooksBarnes and NobleBooks-A-MillionBookshopIndieboundWhen you purchase an independently reviewed book through our site, we earn an affiliate commission.Katherine Applegate may be best known for the Newbery Medal-winning novel “The One and Only Ivan,” but she is also the writer who gave us the young adult science fiction series “The Animorphs.” Her new book, ENDLING THE LAST (Harper, 381 pp., $17.99; ages 8 to 12), calls to mind both accomplishments as it blends careful and often lovely prose into a wild, fast-paced fantasy — the first book of a promised series.Byx is a young dairne, a thoughtful sort of dog-human hybrid, and when the book opens, she is living in hiding with her critically endangered pack.Byx returns to the bloody scene, where she realizes she may well be the last dairne alive, the Endling of her species.Through a quick succession of events, Byx finds herself in the company of Khara, a human girl, and Tobble, a comic sidekick called a wobbyk.It’s a book about one dairne figuring out what it might mean to be alone in the world.Perhaps the most powerful thing about “Endling the Last” is that the characters are capable of serious wrongdoing as well as genuine goodness.We see that almost anyone has the capacity to become a hero or a villain.Another surprising element in the story is that dairnes have a unique power — the ability to detect untruth.“Although dairnes don’t lie, we do sometimes … hope,” Byx tells us early on, setting up an interesting relationship for the pages to come.Later, in a moment of despair, she cries, “This hope of mine is ridiculous.” But we understand that the group needs both truth and hope to stay on their path."
Fri May 25 10:04:11 2018,wobbyk,filtered,https://www.nytimes.com/2018/05/25/books/review/katherine-applegate-endling-the-last.html,"Byx returns to the bloody scene, where she realizes she may well be the last dairne alive, the Endling of her species.Through a quick succession of events, Byx finds herself in the company of Khara, a human girl, and Tobble, a comic sidekick called a wobbyk.We learn early on that Byx has, herself, tasted wobbyk flesh, but in their first encounter, she still risks her own life to save Tobble."
Fri May 25 10:04:13 2018,dairnes,filtered,https://www.nytimes.com/2018/05/25/books/review/katherine-applegate-endling-the-last.html,"We see that almost anyone has the capacity to become a hero or a villain.Another surprising element in the story is that dairnes have a unique power — the ability to detect untruth.“Although dairnes don’t lie, we do sometimes … hope,” Byx tells us early on, setting up an interesting relationship for the pages to come.Later, in a moment of despair, she cries, “This hope of mine is ridiculous.” But we understand that the group needs both truth and hope to stay on their path."
Fri May 25 12:02:26 2018,spiecism,filtered,https://www.nytimes.com/2018/05/25/world/europe/france-animal-rights-foie-gras.html,"Ms. Gothière said that only a vegan society would amount to success, but that small steps were progress.“When I see how our societies are still struggling with racism or sexism, I’m not very optimistic that I will see the end of spiecism in my lifetime,” she added."
Fri May 25 15:02:47 2018,footsepts,filtered,https://www.nytimes.com/2018/05/25/theater/fatherland-simon-stephens-karl-hyde-scott-graham.html,
Fri May 25 16:02:38 2018,bittereinders,filtered,https://www.nytimes.com/2018/05/25/books/review/army-of-none-paul-scharre.html,"One also sees how the agrarian Boers felt undercut by the presence in their midst of “the burgeoning and divisive organism that was Johannesburg,” the home of capitalist gold miners who tended to be loyal to Britain.He concludes that the war left a long-lasting rift in Afrikaans society between the “bittereinders” who wanted to fight to the end and the “hensoppers” — those who put their hands up and surrendered."
Fri May 25 16:02:40 2018,hensoppers,dialect,https://www.nytimes.com/2018/05/25/books/review/army-of-none-paul-scharre.html,"One also sees how the agrarian Boers felt undercut by the presence in their midst of “the burgeoning and divisive organism that was Johannesburg,” the home of capitalist gold miners who tended to be loyal to Britain.He concludes that the war left a long-lasting rift in Afrikaans society between the “bittereinders” who wanted to fight to the end and the “hensoppers” — those who put their hands up and surrendered."
Fri May 25 19:03:07 2018,pearlesque,affix,https://www.nytimes.com/2018/05/25/arts/music/asap-rocky-sothebys-testing.html,"On a recent afternoon, the rapper and style muse ASAP Rocky was sitting on the floor, wrapped in one of the company’s cashmere blankets, a pearlesque necklace peeking out from beneath his T-shirt and Prada technical sneakers on his feet.A young woman entered the room and brought him a coconut cracked in half."
Sat May 26 10:02:50 2018,microflowers,affix,https://www.nytimes.com/2018/05/26/travel/monarch-omaha-steakhouse-restaurant-review.html,"“We wanted to step up the game a little bit.” If my rouge pink New York sour cocktail, frothed with Omaha egg white and studded with a perfect, tweezer-applied line of microflowers, was any barometer, they’ve more than done it."
Sat May 26 16:02:05 2018,recorroborating,affix,https://www.nytimes.com/2018/05/26/movies/morgan-freeman-reporter.html,These were multiple interviews over months and months and going back and recorroborating.
Sat May 26 19:03:04 2018,himbertscha,filtered,https://www.nytimes.com/2018/05/26/opinion/sunday/drinking-obscure-weird-wines.html,"Mr. Vouillamoz poured me what he called “one of the rarest wines in the world,” made from a grape called himbertscha, which he’d helped rescue from a forgotten vineyard high in the Alps.Its two acres represent all that’s left of himbertscha vines, from which less than 800 bottles are made each year.Himbertscha is one of the strangest white wines I have ever tasted — like a forest floor that’s been spritzed with lemon and Nutella.One hundred years?”My question was different: Why had grapes like himbertscha nearly disappeared in the first place?“People became ashamed of the old-time grapes, the grapes of grandpa,” Mr. Vouillamoz said."
Sat May 26 19:03:09 2018,braucol,domain,https://www.nytimes.com/2018/05/26/opinion/sunday/drinking-obscure-weird-wines.html,"Why, for example, don’t more people know about the delicious and good-value wines of southwest France, made from such grapes as braucol from Gaillac, or tannat from Madiran, or négrette from Fronton?Well, back in the 13th and 14th centuries, the merchants of Bordeaux began to see the wines of southwest France as a threat to their economic interests.The rest of the world mostly forgot about braucol and négrette and tannat."
Sat May 26 19:03:13 2018,rkatsitelis,filtered,https://www.nytimes.com/2018/05/26/opinion/sunday/drinking-obscure-weird-wines.html,Those blaufränkisches and rkatsitelis on your wine list aren’t going away.
Sat May 26 19:03:17 2018,biocrisis,affix,https://www.nytimes.com/2018/05/26/opinion/sunday/insects-bugs-naturalists-scientists.html,"Stager is a professor of natural sciences.May 26, 2018Credit...Enzo Pérès-LabourdetteFifty-six years after Rachel Carson’s “Silent Spring” warned of bird die-offs from pesticides, a new biocrisis may be emerging."
Sat May 26 21:02:37 2018,counterprobe,affix,https://www.nytimes.com/2018/05/26/us/politics/trump-justice-fbi-russia-spy.html?hp&target=comments#commentsContainer,"for the president to demand a counterprobe into an investigation into himself based on zero evidence of wrongdoing and with the clear intent of harming the underlying investigation,” said Matthew Miller, a Justice Department spokesman under Mr. Obama."
Sun May 27 15:02:20 2018,sportsiest,deriv,https://www.nytimes.com/2018/05/27/dining/what-to-cook-this-week.html,It seems to me maybe to be the single sportsiest recipe David’s ever written for us.
Mon May 28 10:02:11 2018,killingskillingss,filtered,https://www.nytimes.com/2018/05/28/world/asia/philippines-kill-milf-militants.html,
Mon May 28 10:02:54 2018,quigutl,filtered,https://www.nytimes.com/2018/05/28/books/review/audiobooks-for-summer-trips-kid-friendly.html,"Threatened with confinement in a nunnery, she takes to the road, where she adopts both a male disguise (shades of “As You Like It”) and a newly-male traveling companion, Pathka, from the hermaphroditic dragon subspecies known as quigutl.From ‘Tess of the Road’Rachel Hartman’s heroine navigates a medieval world shot through with modern concerns."
Mon May 28 20:02:32 2018,sportswash,compound comp,https://www.nytimes.com/2018/05/28/opinion/fifa-world-cup-russia-lgbtq.html,"The hard part is implementing them, especially with repressive prospective hosts who intend to “sportswash” their international images.June will mark the fifth anniversary of Russia’s discriminatory anti-gay “propaganda” law."
Tue May 29 10:03:05 2018,paleontologista,filtered,https://www.nytimes.com/2018/05/29/books/review/steve-brusatte-dinosaurs-rise-and-fall.html,"In China, drooling over the collection of feather-covered fossils curated by the “world’s greatest dinosaur hunter,” China’s Xu Xing, just a stone’s throw from the “paleontologista” Jingmai O’Connor and her “leopard print Lycra, piercings and tattoos.” We marvel at the talented biologist Jacob Vinther, whose microscope found the color in dinosaur feathers that allowed them — like peacocks — to become better at flirting."
Tue May 29 10:03:15 2018,flatkokur,filtered,https://www.nytimes.com/2018/05/29/travel/oslo-norway-restaurants-reviews.html,"Sitting at a high communal table, I started off with a glass of Solhoi, an excellent Norwegian hard apple cider that paired beautifully with roasted red beets with seaweed and nyr (a soft acidic fresh cheese produced at Grondalen Gard, an organic farm 40 minutes outside of Oslo) on a round of flatkokur, a charred rye flatbread from Iceland, which is where the restaurant’s chef, Arnar Jakob Gudmundsson, was born."
Tue May 29 10:03:19 2018,loyrom,filtered,https://www.nytimes.com/2018/05/29/travel/oslo-norway-restaurants-reviews.html,"I chose the six-course tasting menu, an economical way of discovering Mr. Myhre’s style, which is more subtle and sensitive than the hypermasculine cooking that’s so modish in Oslo right now.An amuse bouche of smoked pork-rind chips with loyrom (vendace roe) and sour cream previewed Mr. Myhre’s palate, which is at once sophisticated and proudly Norwegian."
Tue May 29 10:03:28 2018,overridable,deriv,https://www.nytimes.com/2018/05/29/magazine/should-i-tell-my-hosts-about-my-medical-marijuana.html,"In my view, so long as a law isn’t seriously immoral, it has a general (if overridable) claim to our respect, even when it’s silly."
Tue May 29 10:03:43 2018,luftgetrockneter,filtered,https://www.nytimes.com/2018/05/29/travel/berlin-budget-affordable.html,"For about 30 euros, diners can tuck into a Wohlfühlfrühstück, a vast breakfast spread that includes coffee or tea, freshly squeezed juice, various breads, eggs, house-made marmalade and a number of different meats like Truthahnsalami (turkey salami) and luftgetrockneter Schinken (air-dried ham).Breakfast, FrugalI opted to start my day at the spacious, bright Hermann’s on Torstrasse, just a stone’s throw from the Rosenthaler Platz U-Bahn station."
Tue May 29 11:02:11 2018,redelineate,affix,https://www.nytimes.com/2018/05/29/opinion/malaysia-election-pakatan-harapan.html,"To overcome infighting within its ranks, it maneuvered to add seats in federal and state legislatures and redelineate voting districts to its advantage."
Tue May 29 16:02:30 2018,densificiation,filtered,https://www.nytimes.com/2018/05/29/nyregion/new-jersey-office-parks.html,
Tue May 29 16:02:36 2018,shutterbait,compound comp,https://www.nytimes.com/2018/05/29/dining/don-angie-review.html,"The two spent three years running the kitchen at Quality Italian in Midtown, where they engineered, among other pieces of shutterbait, a chicken Parm that looked like a pizza."
Tue May 29 17:02:30 2018,semirelaxed,affix,https://www.nytimes.com/2018/05/29/arts/dance/harlequinade-alexei-ratmansky-american-ballet-theater.html,"In “The Sleeping Beauty,” he was adamant that the women should raise their legs up only 90 degrees and not point their feet when they stood at rest, but rather hold them in a semirelaxed position."
Tue May 29 17:02:45 2018,undroopy,affix,https://www.nytimes.com/2018/05/29/dining/lady-of-the-house-detroit-restaurant.html,"A good deal of what attracted her was the hope that vacant-lot farms and start-up food businesses can help rebuild Detroit.The leaves in the salad were bright green and undroopy because they’d been grown and picked by a farmer a few blocks away, in what had been an abandoned yard and is now one of many green nodes in Detroit’s network of urban agriculture."
Tue May 29 17:02:58 2018,gluconolactone,domain,https://www.nytimes.com/2018/05/29/t-magazine/how-to-exfoliate-toners.html,"For oily skin, Glossier Solution ($24) combines a mixture of lactic, glycolic, gluconolactone and salicylic acids with calming aloe vera."
Tue May 29 17:03:01 2018,bakuchiol,filtered,https://www.nytimes.com/2018/05/29/t-magazine/how-to-exfoliate-toners.html,"For mature skin, Shiffa Rose Maroc Night Elixir ($175) contains a retinoid to speed up cell turnover while Biossance Squalane + Phyto-Retinol Serum ($78) has bakuchiol — not an acid but a plant extract that mimics retinol to firm and refine the surface — and hydrating squalane.Apply to Clean Skin, at Night Regardless of the formula, apply your toner or serum after cleansing, preferably at night, since exfoliating can make your complexion sun-sensitive."
Tue May 29 20:03:17 2018,disheveledand,filtered,https://www.nytimes.com/2018/05/29/obituaries/stewart-lupton-jonathan-fireeater-dead.html,
